Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-25 09:15:00+05:30,1643.050048828125,1648.1500244140625,1640.800048828125,1648.1500244140625,1648.1500244140625,0
2020-09-25 09:16:00+05:30,1647.050048828125,1647.050048828125,1635.0,1637.5999755859375,1637.5999755859375,2535
2020-09-25 09:17:00+05:30,1636.050048828125,1639.0,1636.050048828125,1639.0,1639.0,3002
2020-09-25 09:18:00+05:30,1645.0999755859375,1649.5,1640.3499755859375,1642.0,1642.0,3073
2020-09-25 09:19:00+05:30,1642.0,1647.0,1642.0,1646.949951171875,1646.949951171875,3138
2020-09-25 09:20:00+05:30,1649.0,1656.949951171875,1646.550048828125,1653.050048828125,1653.050048828125,5046
2020-09-25 09:21:00+05:30,1654.199951171875,1659.800048828125,1653.050048828125,1659.699951171875,1659.699951171875,2936
2020-09-25 09:22:00+05:30,1658.300048828125,1658.300048828125,1650.0,1650.0,1650.0,1842
2020-09-25 09:23:00+05:30,1650.0,1656.25,1648.8499755859375,1656.050048828125,1656.050048828125,1038
2020-09-25 09:24:00+05:30,1655.9000244140625,1659.800048828125,1652.5,1658.75,1658.75,4069
2020-09-25 09:25:00+05:30,1658.4000244140625,1664.0,1654.0999755859375,1658.0,1658.0,5609
2020-09-25 09:26:00+05:30,1655.0,1663.75,1655.0,1661.8499755859375,1661.8499755859375,6538
2020-09-25 09:27:00+05:30,1660.1500244140625,1662.0,1658.300048828125,1660.0,1660.0,2826
2020-09-25 09:28:00+05:30,1660.0,1660.0,1653.0,1655.0,1655.0,922
2020-09-25 09:29:00+05:30,1654.050048828125,1654.050048828125,1650.050048828125,1652.6500244140625,1652.6500244140625,1355
2020-09-25 09:30:00+05:30,1650.3499755859375,1653.9000244140625,1645.25,1647.3499755859375,1647.3499755859375,1386
2020-09-25 09:31:00+05:30,1647.3499755859375,1650.0,1641.699951171875,1650.0,1650.0,1739
2020-09-25 09:32:00+05:30,1650.0,1653.949951171875,1649.949951171875,1650.949951171875,1650.949951171875,1565
2020-09-25 09:33:00+05:30,1650.949951171875,1651.949951171875,1646.3499755859375,1651.949951171875,1651.949951171875,439
2020-09-25 09:34:00+05:30,1651.949951171875,1660.0,1651.6500244140625,1660.0,1660.0,746
2020-09-25 09:35:00+05:30,1660.0,1661.800048828125,1657.1500244140625,1661.800048828125,1661.800048828125,2884
2020-09-25 09:36:00+05:30,1661.949951171875,1669.0,1661.0999755859375,1669.0,1669.0,4440
2020-09-25 09:37:00+05:30,1675.0,1675.0,1667.5999755859375,1668.6500244140625,1668.6500244140625,7147
2020-09-25 09:38:00+05:30,1670.0,1675.3499755859375,1670.0,1672.800048828125,1672.800048828125,5980
2020-09-25 09:39:00+05:30,1672.800048828125,1672.800048828125,1666.6500244140625,1669.949951171875,1669.949951171875,2102
2020-09-25 09:40:00+05:30,1670.050048828125,1670.050048828125,1665.0,1666.0,1666.0,2814
2020-09-25 09:41:00+05:30,1665.0,1667.6500244140625,1664.0,1667.5999755859375,1667.5999755859375,1431
2020-09-25 09:42:00+05:30,1666.550048828125,1669.6500244140625,1664.0,1664.0,1664.0,801
2020-09-25 09:43:00+05:30,1666.300048828125,1667.4000244140625,1663.5,1664.0,1664.0,459
2020-09-25 09:44:00+05:30,1663.300048828125,1666.75,1662.0999755859375,1666.75,1666.75,944
2020-09-25 09:45:00+05:30,1664.550048828125,1667.199951171875,1664.0,1664.1500244140625,1664.1500244140625,421
2020-09-25 09:46:00+05:30,1664.1500244140625,1665.0,1661.1500244140625,1662.75,1662.75,2067
2020-09-25 09:47:00+05:30,1662.0,1663.800048828125,1654.6500244140625,1660.8499755859375,1660.8499755859375,4275
2020-09-25 09:48:00+05:30,1661.050048828125,1662.5999755859375,1657.25,1658.699951171875,1658.699951171875,1325
2020-09-25 09:49:00+05:30,1659.0,1659.949951171875,1656.300048828125,1659.949951171875,1659.949951171875,637
2020-09-25 09:50:00+05:30,1660.0,1663.4000244140625,1659.550048828125,1662.949951171875,1662.949951171875,1413
2020-09-25 09:51:00+05:30,1663.0,1663.0,1659.0,1659.0,1659.0,307
2020-09-25 09:52:00+05:30,1658.0,1661.949951171875,1658.0,1658.25,1658.25,370
2020-09-25 09:53:00+05:30,1660.0,1660.25,1658.0,1658.0,1658.0,292
2020-09-25 09:54:00+05:30,1657.0,1658.949951171875,1656.449951171875,1658.0999755859375,1658.0999755859375,262
2020-09-25 09:55:00+05:30,1658.0999755859375,1659.949951171875,1657.0,1659.949951171875,1659.949951171875,317
2020-09-25 09:56:00+05:30,1658.449951171875,1661.75,1658.449951171875,1661.699951171875,1661.699951171875,581
2020-09-25 09:57:00+05:30,1662.75,1663.9000244140625,1659.050048828125,1660.8499755859375,1660.8499755859375,933
2020-09-25 09:58:00+05:30,1659.8499755859375,1660.8499755859375,1653.0,1654.5,1654.5,1579
2020-09-25 09:59:00+05:30,1653.0,1659.25,1653.0,1658.0,1658.0,1301
2020-09-25 10:00:00+05:30,1658.0,1658.199951171875,1646.300048828125,1652.449951171875,1652.449951171875,2690
2020-09-25 10:01:00+05:30,1652.699951171875,1653.699951171875,1647.699951171875,1648.0,1648.0,1252
2020-09-25 10:02:00+05:30,1646.0999755859375,1651.5999755859375,1646.0,1648.8499755859375,1648.8499755859375,799
2020-09-25 10:03:00+05:30,1650.8499755859375,1651.4000244140625,1648.0,1651.199951171875,1651.199951171875,752
2020-09-25 10:04:00+05:30,1651.199951171875,1654.3499755859375,1649.25,1649.25,1649.25,853
2020-09-25 10:05:00+05:30,1649.0,1649.9000244140625,1646.0999755859375,1647.300048828125,1647.300048828125,703
2020-09-25 10:06:00+05:30,1647.800048828125,1649.949951171875,1646.0,1647.5,1647.5,1152
2020-09-25 10:07:00+05:30,1646.0,1654.25,1646.0,1648.449951171875,1648.449951171875,1202
2020-09-25 10:08:00+05:30,1648.0999755859375,1649.699951171875,1646.699951171875,1646.699951171875,1646.699951171875,433
2020-09-25 10:09:00+05:30,1646.199951171875,1648.25,1646.199951171875,1647.050048828125,1647.050048828125,357
2020-09-25 10:10:00+05:30,1646.8499755859375,1648.9000244140625,1645.0999755859375,1645.0999755859375,1645.0999755859375,735
2020-09-25 10:11:00+05:30,1645.050048828125,1647.5,1642.050048828125,1645.0999755859375,1645.0999755859375,1881
2020-09-25 10:12:00+05:30,1645.0999755859375,1647.1500244140625,1645.0999755859375,1646.5,1646.5,240
2020-09-25 10:13:00+05:30,1646.949951171875,1650.0,1645.4000244140625,1648.199951171875,1648.199951171875,1379
2020-09-25 10:14:00+05:30,1647.949951171875,1647.949951171875,1645.3499755859375,1646.75,1646.75,274
2020-09-25 10:15:00+05:30,1645.800048828125,1650.0,1645.800048828125,1649.0,1649.0,1016
2020-09-25 10:16:00+05:30,1648.0,1648.449951171875,1647.0,1648.449951171875,1648.449951171875,560
2020-09-25 10:17:00+05:30,1648.3499755859375,1648.3499755859375,1645.25,1645.300048828125,1645.300048828125,620
2020-09-25 10:18:00+05:30,1645.25,1645.25,1642.800048828125,1644.75,1644.75,637
2020-09-25 10:19:00+05:30,1643.699951171875,1644.550048828125,1643.1500244140625,1643.1500244140625,1643.1500244140625,335
2020-09-25 10:20:00+05:30,1642.550048828125,1643.3499755859375,1637.550048828125,1637.6500244140625,1637.6500244140625,1521
2020-09-25 10:21:00+05:30,1638.0,1640.199951171875,1628.4000244140625,1628.75,1628.75,2517
2020-09-25 10:22:00+05:30,1632.0,1632.4000244140625,1622.0,1628.949951171875,1628.949951171875,5493
2020-09-25 10:23:00+05:30,1629.4000244140625,1636.9000244140625,1629.4000244140625,1633.949951171875,1633.949951171875,1771
2020-09-25 10:24:00+05:30,1631.449951171875,1633.800048828125,1630.550048828125,1633.1500244140625,1633.1500244140625,619
2020-09-25 10:25:00+05:30,1632.050048828125,1635.3499755859375,1632.0,1635.3499755859375,1635.3499755859375,432
2020-09-25 10:26:00+05:30,1635.6500244140625,1636.800048828125,1630.800048828125,1632.9000244140625,1632.9000244140625,1172
2020-09-25 10:27:00+05:30,1631.5999755859375,1633.1500244140625,1630.0,1633.1500244140625,1633.1500244140625,545
2020-09-25 10:28:00+05:30,1632.0,1635.4000244140625,1631.949951171875,1634.5999755859375,1634.5999755859375,675
2020-09-25 10:29:00+05:30,1632.199951171875,1639.3499755859375,1632.199951171875,1639.3499755859375,1639.3499755859375,845
2020-09-25 10:30:00+05:30,1641.0,1645.6500244140625,1636.300048828125,1639.8499755859375,1639.8499755859375,1514
2020-09-25 10:31:00+05:30,1638.5,1640.5999755859375,1634.550048828125,1634.6500244140625,1634.6500244140625,1076
